train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_r2,train_loss_epoch,train_r2
0.0320380687713623,0,49,,,,,
0.01832152737511529,0,99,,,,,
,,0,0.008199025524987115,,,,
,,1,0.007977608839670818,,,,
,,2,0.008010118537478976,,,,
,,3,0.007944969336191814,,,,
,,4,0.007905508412255182,,,,
,,5,0.007936235268910725,,,,
,,6,0.007851220501793755,,,,
,,7,0.010000947448942397,,,,
,,8,0.007971233791775174,,,,
,,9,0.007985164059533013,,,,
,,10,0.007970213890075684,,,,
,,11,0.007991001341078016,,,,
,,12,0.007975969049665663,,,,
,,13,0.007982723580466377,,,,
,,14,0.00798401501443651,,,,
,,15,0.00796097583240933,,,,
,,16,0.007974304093254937,,,,
,,17,0.007987493276596069,,,,
,,18,0.007976769076453314,,,,
,,19,0.007963562673992581,,,,
,,20,0.007959387037489149,,,,
,,21,0.008005501164330377,,,,
,,22,0.007990094025929768,,,,
,,23,0.008036983013153077,,,,
,,24,0.007930130428738065,,,,
,,25,0.007802234755622016,,,,
,,26,0.007998899618784586,,,,
,,27,0.00795043839348687,,,,
,,28,0.009162810113694932,,,,
,,29,0.00872807502746582,,,,
,,30,0.00799783534473843,,,,
,,31,0.007989488707648384,,,,
,,32,0.007993681563271416,,,,
,,33,0.007939706908331977,,,,
,,34,0.007877963119082981,,,,
,,35,0.00794808997048272,,,,
,,36,0.007924167977439032,,,,
,,37,0.008091080851025051,,,,
,,38,0.009868650966220431,,,,
,,39,0.007857173018985324,,,,
,,40,0.007940946022669475,,,,
,,41,0.007953523264990912,,,,
,,42,0.007897141244676378,,,,
,,43,0.007914744483100044,,,,
,,44,0.008094286918640137,,,,
,,45,0.009788848956425985,,,,
,,46,0.008009936412175496,,,,
,,47,0.007947146892547607,,,,
,,48,0.007914139164818658,,,,
,,49,0.007934052414364285,,,,
,,50,0.007839567131466336,,,,
,,51,0.01001511812210083,,,,
,,52,0.008009049627516005,,,,
,,53,0.007952115270826551,,,,
,,54,0.007960759268866646,,,,
,,55,0.007898577054341634,,,,
,,56,0.007916049162546793,,,,
,,57,0.008093920681211684,,,,
,,58,0.009717107481426663,,,,
,,59,0.007971636454264323,,,,
,,60,0.007980016867319743,,,,
,,61,0.007883207003275553,,,,
,,62,0.007894127898746066,,,,
,,63,0.007902402347988552,,,,
,,64,0.009999686479568481,,,,
,,65,0.007914704746670193,,,,
,,66,0.00797709756427341,,,,
,,67,0.007822718885209825,,,,
,,68,0.007971764273113675,,,,
,,69,0.007962963316175672,,,,
,,70,0.009161204761928983,,,,
,,71,0.008678118387858072,,,,
,,72,0.0079983479446835,,,,
,,73,0.007865817017025418,,,,
,,74,0.007957202858395046,,,,
,,75,0.007943787839677599,,,,
,,76,0.009908587402767606,,,,
,,77,0.007896980312135484,,,,
,,78,0.007872129811180963,,,,
,,79,0.009836592497649016,,,,
,0,121,,0.008184563218765059,-21483.091092688697,,
,0,121,,,,0.06095645357243385,-174329.41306316943
0.016663991080390083,1,149,,,,,
0.014364772372775607,1,199,,,,,
,,80,0.009077900648117065,,,,
,,81,0.008923617998758952,,,,
